#,date_time,temp,mV,pH,serial,brand,model,treatment,day
682,07/30/2023 03:30:00,20.13,152.15,4.10,21657438,HOBO,HOBO pH,control,4
683,07/30/2023 03:40:00,20.10,152.11,4.10,21657438,HOBO,HOBO pH,control,4
684,07/30/2023 03:50:00,20.10,152.10,4.10,21657438,HOBO,HOBO pH,control,4
685,07/30/2023 04:00:00,20.13,152.11,4.10,21657438,HOBO,HOBO pH,control,4
686,07/30/2023 04:10:00,20.13,152.13,4.10,21657438,HOBO,HOBO pH,control,4
687,07/30/2023 04:20:00,20.15,152.08,4.10,21657438,HOBO,HOBO pH,control,4
688,07/30/2023 04:30:00,20.15,152.10,4.10,21657438,HOBO,HOBO pH,control,4
689,07/30/2023 04:40:00,20.15,152.04,4.10,21657438,HOBO,HOBO pH,control,4
690,07/30/2023 04:50:00,20.13,151.96,4.10,21657438,HOBO,HOBO pH,control,4
691,07/30/2023 05:00:00,20.13,151.93,4.10,21657438,HOBO,HOBO pH,control,4
692,07/30/2023 05:10:00,20.13,151.94,4.10,21657438,HOBO,HOBO pH,control,4
693,07/30/2023 05:20:00,20.13,151.96,4.10,21657438,HOBO,HOBO pH,control,4
694,07/30/2023 05:30:00,20.15,151.97,4.10,21657438,HOBO,HOBO pH,control,4
695,07/30/2023 05:40:00,20.15,151.94,4.10,21657438,HOBO,HOBO pH,control,4
696,07/30/2023 05:50:00,20.15,151.93,4.10,21657438,HOBO,HOBO pH,control,4
697,07/30/2023 06:00:00,20.15,151.91,4.11,21657438,HOBO,HOBO pH,control,4
698,07/30/2023 06:10:00,20.13,151.82,4.11,21657438,HOBO,HOBO pH,control,4
699,07/30/2023 06:20:00,20.13,151.74,4.11,21657438,HOBO,HOBO pH,control,4
700,07/30/2023 06:30:00,20.10,151.80,4.11,21657438,HOBO,HOBO pH,control,4
701,07/30/2023 06:40:00,20.13,151.82,4.11,21657438,HOBO,HOBO pH,control,4
702,07/30/2023 06:50:00,20.13,151.82,4.11,21657438,HOBO,HOBO pH,control,4
703,07/30/2023 07:00:00,20.15,151.82,4.11,21657438,HOBO,HOBO pH,control,4
704,07/30/2023 07:10:00,20.15,151.80,4.11,21657438,HOBO,HOBO pH,control,4
705,07/30/2023 07:20:00,20.15,151.77,4.11,21657438,HOBO,HOBO pH,control,4
706,07/30/2023 07:30:00,20.13,151.69,4.11,21657438,HOBO,HOBO pH,control,4
707,07/30/2023 07:40:00,20.10,151.65,4.11,21657438,HOBO,HOBO pH,control,4
708,07/30/2023 07:50:00,20.10,151.65,4.11,21657438,HOBO,HOBO pH,control,4
709,07/30/2023 08:00:00,20.10,151.69,4.11,21657438,HOBO,HOBO pH,control,4
710,07/30/2023 08:10:00,20.13,151.69,4.11,21657438,HOBO,HOBO pH,control,4
711,07/30/2023 08:20:00,20.13,151.66,4.11,21657438,HOBO,HOBO pH,control,4
712,07/30/2023 08:30:00,20.13,151.68,4.11,21657438,HOBO,HOBO pH,control,4
713,07/30/2023 08:40:00,20.15,151.66,4.11,21657438,HOBO,HOBO pH,control,4
714,07/30/2023 08:50:00,20.13,151.58,4.11,21657438,HOBO,HOBO pH,control,4
715,07/30/2023 09:00:00,20.13,151.54,4.11,21657438,HOBO,HOBO pH,control,4
716,07/30/2023 09:10:00,20.10,151.41,4.11,21657438,HOBO,HOBO pH,control,4
717,07/30/2023 09:20:00,20.20,150.86,4.12,21657438,HOBO,HOBO pH,control,4
718,07/30/2023 09:30:00,20.15,150.93,4.12,21657438,HOBO,HOBO pH,control,4
719,07/30/2023 09:40:00,20.29,150.94,4.12,21657438,HOBO,HOBO pH,control,4
