data2,data1,loggerUid,logDateTime,dateTime,PAR,hand cleaned
33.44,591,C61B721D5ABA,1690992000,2/8/2023 19:00,11.2132,
33.38,212,C61B721D5ABA,1690992600,2/8/2023 19:10,3.6711,
33.25,46,C61B721D5ABA,1690993200,2/8/2023 19:20,0.3677,
33.13,5,C61B721D5ABA,1690993800,2/8/2023 19:30,-0.4482,
33.06,0,C61B721D5ABA,1690994400,2/8/2023 19:40,-0.5477,
33.06,0,C61B721D5ABA,1690995000,2/8/2023 19:50,-0.5477,
33,0,C61B721D5ABA,1690995600,2/8/2023 20:00,-0.5477,
33,0,C61B721D5ABA,1690996200,2/8/2023 20:10,-0.5477,
32.94,0,C61B721D5ABA,1690996800,2/8/2023 20:20,-0.5477,
32.88,0,C61B721D5ABA,1690997400,2/8/2023 20:30,-0.5477,
32.88,0,C61B721D5ABA,1690998000,2/8/2023 20:40,-0.5477,
32.94,0,C61B721D5ABA,1690998600,2/8/2023 20:50,-0.5477,
32.94,0,C61B721D5ABA,1690999200,2/8/2023 21:00,-0.5477,
32.94,0,C61B721D5ABA,1690999800,2/8/2023 21:10,-0.5477,
32.88,0,C61B721D5ABA,1691000400,2/8/2023 21:20,-0.5477,
32.88,0,C61B721D5ABA,1691001000,2/8/2023 21:30,-0.5477,
32.88,0,C61B721D5ABA,1691001600,2/8/2023 21:40,-0.5477,
32.88,0,C61B721D5ABA,1691002200,2/8/2023 21:50,-0.5477,
32.88,0,C61B721D5ABA,1691002800,2/8/2023 22:00,-0.5477,
32.88,0,C61B721D5ABA,1691003400,2/8/2023 22:10,-0.5477,
32.81,0,C61B721D5ABA,1691004000,2/8/2023 22:20,-0.5477,
32.81,0,C61B721D5ABA,1691004600,2/8/2023 22:30,-0.5477,
32.81,0,C61B721D5ABA,1691005200,2/8/2023 22:40,-0.5477,
32.81,0,C61B721D5ABA,1691005800,2/8/2023 22:50,-0.5477,
32.81,0,C61B721D5ABA,1691006400,2/8/2023 23:00,-0.5477,
32.81,0,C61B721D5ABA,1691007000,2/8/2023 23:10,-0.5477,
32.81,0,C61B721D5ABA,1691007600,2/8/2023 23:20,-0.5477,
32.88,0,C61B721D5ABA,1691008200,2/8/2023 23:30,-0.5477,
32.81,0,C61B721D5ABA,1691008800,2/8/2023 23:40,-0.5477,
32.63,0,C61B721D5ABA,1691009400,2/8/2023 23:50,-0.5477,
32.56,0,C61B721D5ABA,1691010000,3/8/2023 0:00,-0.5477,
32.44,0,C61B721D5ABA,1691010600,3/8/2023 0:10,-0.5477,
32.38,0,C61B721D5ABA,1691011200,3/8/2023 0:20,-0.5477,
32.38,0,C61B721D5ABA,1691011800,3/8/2023 0:30,-0.5477,
32.19,0,C61B721D5ABA,1691012400,3/8/2023 0:40,-0.5477,
32.06,0,C61B721D5ABA,1691013000,3/8/2023 0:50,-0.5477,
32,0,C61B721D5ABA,1691013600,3/8/2023 1:00,-0.5477,
32.13,0,C61B721D5ABA,1691014200,3/8/2023 1:10,-0.5477,
32.06,0,C61B721D5ABA,1691014800,3/8/2023 1:20,-0.5477,
32,0,C61B721D5ABA,1691015400,3/8/2023 1:30,-0.5477,
31.88,0,C61B721D5ABA,1691016000,3/8/2023 1:40,-0.5477,
31.81,0,C61B721D5ABA,1691016600,3/8/2023 1:50,-0.5477,
31.75,0,C61B721D5ABA,1691017200,3/8/2023 2:00,-0.5477,
31.69,0,C61B721D5ABA,1691017800,3/8/2023 2:10,-0.5477,
31.56,0,C61B721D5ABA,1691018400,3/8/2023 2:20,-0.5477,
31.56,0,C61B721D5ABA,1691019000,3/8/2023 2:30,-0.5477,
31.5,0,C61B721D5ABA,1691019600,3/8/2023 2:40,-0.5477,
31.38,0,C61B721D5ABA,1691020200,3/8/2023 2:50,-0.5477,
31.31,0,C61B721D5ABA,1691020800,3/8/2023 3:00,-0.5477,
31.25,0,C61B721D5ABA,1691021400,3/8/2023 3:10,-0.5477,
31.13,0,C61B721D5ABA,1691022000,3/8/2023 3:20,-0.5477,
31.06,0,C61B721D5ABA,1691022600,3/8/2023 3:30,-0.5477,
31,0,C61B721D5ABA,1691023200,3/8/2023 3:40,-0.5477,
30.88,0,C61B721D5ABA,1691023800,3/8/2023 3:50,-0.5477,
30.81,0,C61B721D5ABA,1691024400,3/8/2023 4:00,-0.5477,
30.81,0,C61B721D5ABA,1691025000,3/8/2023 4:10,-0.5477,
30.75,0,C61B721D5ABA,1691025600,3/8/2023 4:20,-0.5477,
30.69,0,C61B721D5ABA,1691026200,3/8/2023 4:30,-0.5477,
30.69,0,C61B721D5ABA,1691026800,3/8/2023 4:40,-0.5477,
30.69,0,C61B721D5ABA,1691027400,3/8/2023 4:50,-0.5477,
30.69,0,C61B721D5ABA,1691028000,3/8/2023 5:00,-0.5477,
30.69,0,C61B721D5ABA,1691028600,3/8/2023 5:10,-0.5477,
30.69,0,C61B721D5ABA,1691029200,3/8/2023 5:20,-0.5477,
30.75,0,C61B721D5ABA,1691029800,3/8/2023 5:30,-0.5477,
30.81,2,C61B721D5ABA,1691030400,3/8/2023 5:40,-0.5079,
31,39,C61B721D5ABA,1691031000,3/8/2023 5:50,0.2284,
31.25,191,C61B721D5ABA,1691031600,3/8/2023 6:00,3.2532,
31.25,530,C61B721D5ABA,1691032200,3/8/2023 6:10,9.9993,
31.19,1051,C61B721D5ABA,1691032800,3/8/2023 6:20,20.3672,
31.25,1738,C61B721D5ABA,1691033400,3/8/2023 6:30,34.0385,
31.25,2553,C61B721D5ABA,1691034000,3/8/2023 6:40,50.257,
31.25,3486,C61B721D5ABA,1691034600,3/8/2023 6:50,68.8237,
31.31,4593,C61B721D5ABA,1691035200,3/8/2023 7:00,90.853,
31.38,5794,C61B721D5ABA,1691035800,3/8/2023 7:10,114.7529,
31.31,7088,C61B721D5ABA,1691036400,3/8/2023 7:20,140.5035,
31.31,8472,C61B721D5ABA,1691037000,3/8/2023 7:30,168.0451,
31.38,9888,C61B721D5ABA,1691037600,3/8/2023 7:40,196.2235,
31.44,11449,C61B721D5ABA,1691038200,3/8/2023 7:50,227.2874,
31.5,12875,C61B721D5ABA,1691038800,3/8/2023 8:00,255.6648,
31.63,14554,C61B721D5ABA,1691039400,3/8/2023 8:10,289.0769,
31.75,16226,C61B721D5ABA,1691040000,3/8/2023 8:20,322.3497,
31.88,17827,C61B721D5ABA,1691040600,3/8/2023 8:30,354.2096,
32,19088,C61B721D5ABA,1691041200,3/8/2023 8:40,379.3035,
32.19,19702,C61B721D5ABA,1691041800,3/8/2023 8:50,391.5221,
32.31,20603,C61B721D5ABA,1691042400,3/8/2023 9:00,409.452,
32.38,21186,C61B721D5ABA,1691043000,3/8/2023 9:10,421.0537,
32.44,21459,C61B721D5ABA,1691043600,3/8/2023 9:20,426.4864,
32.5,21265,C61B721D5ABA,1691044200,3/8/2023 9:30,422.6258,
32.69,20739,C61B721D5ABA,1691044800,3/8/2023 9:40,412.1584,
32.81,20048,C61B721D5ABA,1691045400,3/8/2023 9:50,398.4075,
32.81,19368,C61B721D5ABA,1691046000,3/8/2023 10:00,384.8755,
32.94,18481,C61B721D5ABA,1691046600,3/8/2023 10:10,367.2242,
33.13,17977,C61B721D5ABA,1691047200,3/8/2023 10:20,357.1946,
33.19,17933,C61B721D5ABA,1691047800,3/8/2023 10:30,356.319,
33.13,17848,C61B721D5ABA,1691048400,3/8/2023 10:40,354.6275,
33.19,18081,C61B721D5ABA,1691049000,3/8/2023 10:50,359.2642,
33.25,18991,C61B721D5ABA,1691049600,3/8/2023 11:00,377.3732,
33.38,20156,C61B721D5ABA,1691050200,3/8/2023 11:10,400.5567,
33.69,23604,C61B721D5ABA,1691050800,3/8/2023 11:20,469.1719,
34.06,29143,C61B721D5ABA,1691051400,3/8/2023 11:30,579.398,
34.44,35841,C61B721D5ABA,1691052000,3/8/2023 11:40,712.6882,
34.63,42941,C61B721D5ABA,1691052600,3/8/2023 11:50,853.9782,
34.69,47815,C61B721D5ABA,1691053200,3/8/2023 12:00,950.9708,
34.88,49962,C61B721D5ABA,1691053800,3/8/2023 12:10,993.6961,
35,51127,C61B721D5ABA,1691054400,3/8/2023 12:20,1016.8796,
35.31,51485,C61B721D5ABA,1691055000,3/8/2023 12:30,1024.0038,
35.25,52332,C61B721D5ABA,1691055600,3/8/2023 12:40,1040.8591,
35.44,52546,C61B721D5ABA,1691056200,3/8/2023 12:50,1045.1177,
35.5,52466,C61B721D5ABA,1691056800,3/8/2023 13:00,1043.5257,
35.69,52947,C61B721D5ABA,1691057400,3/8/2023 13:10,1053.0976,
35.88,52337,C61B721D5ABA,1691058000,3/8/2023 13:20,1040.9586,
35.94,52470,C61B721D5ABA,1691058600,3/8/2023 13:30,1043.6053,
36,51976,C61B721D5ABA,1691059200,3/8/2023 13:40,1033.7747,
36.13,51355,C61B721D5ABA,1691059800,3/8/2023 13:50,1021.4168,
36.31,50667,C61B721D5ABA,1691060400,3/8/2023 14:00,1007.7256,
36.44,49551,C61B721D5ABA,1691061000,3/8/2023 14:10,985.5172,
36.5,48572,C61B721D5ABA,1691061600,3/8/2023 14:20,966.0351,
36.44,47801,C61B721D5ABA,1691062200,3/8/2023 14:30,950.6922,
36.31,46433,C61B721D5ABA,1691062800,3/8/2023 14:40,923.469,
36.31,45274,C61B721D5ABA,1691063400,3/8/2023 14:50,900.4049,
36.25,44258,C61B721D5ABA,1691064000,3/8/2023 15:00,880.1865,
36.19,42706,C61B721D5ABA,1691064600,3/8/2023 15:10,849.3017,
36.19,41006,C61B721D5ABA,1691065200,3/8/2023 15:20,815.4717,
36.13,39200,C61B721D5ABA,1691065800,3/8/2023 15:30,779.5323,
36.06,37656,C61B721D5ABA,1691066400,3/8/2023 15:40,748.8067,
35.88,35482,C61B721D5ABA,1691067000,3/8/2023 15:50,705.5441,
35.81,33258,C61B721D5ABA,1691067600,3/8/2023 16:00,661.2865,
35.63,31358,C61B721D5ABA,1691068200,3/8/2023 16:10,623.4765,
35.5,29275,C61B721D5ABA,1691068800,3/8/2023 16:20,582.0248,
35.38,27335,C61B721D5ABA,1691069400,3/8/2023 16:30,543.4188,
35.25,25154,C61B721D5ABA,1691070000,3/8/2023 16:40,500.0169,
35.19,22928,C61B721D5ABA,1691070600,3/8/2023 16:50,455.7195,
35.06,21358,C61B721D5ABA,1691071200,3/8/2023 17:00,424.4765,
34.88,19134,C61B721D5ABA,1691071800,3/8/2023 17:10,380.2189,
34.63,16869,C61B721D5ABA,1691072400,3/8/2023 17:20,335.1454,
34.5,14576,C61B721D5ABA,1691073000,3/8/2023 17:30,289.5147,
34.44,12378,C61B721D5ABA,1691073600,3/8/2023 17:40,245.7745,
34.38,10199,C61B721D5ABA,1691074200,3/8/2023 17:50,202.4124,
34.13,8112,C61B721D5ABA,1691074800,3/8/2023 18:00,160.8811,
33.94,6249,C61B721D5ABA,1691075400,3/8/2023 18:10,123.8074,
33.69,4613,C61B721D5ABA,1691076000,3/8/2023 18:20,91.251,
33.56,3209,C61B721D5ABA,1691076600,3/8/2023 18:30,63.3114,
33.44,2083,C61B721D5ABA,1691077200,3/8/2023 18:40,40.904,
33.31,1215,C61B721D5ABA,1691077800,3/8/2023 18:50,23.6308,
33.19,594,C61B721D5ABA,1691078400,3/8/2023 19:00,11.2729,
33.13,209,C61B721D5ABA,1691079000,3/8/2023 19:10,3.6114,
33,44,C61B721D5ABA,1691079600,3/8/2023 19:20,0.3279,
32.94,5,C61B721D5ABA,1691080200,3/8/2023 19:30,-0.4482,
32.88,0,C61B721D5ABA,1691080800,3/8/2023 19:40,-0.5477,
32.81,0,C61B721D5ABA,1691081400,3/8/2023 19:50,-0.5477,
32.81,0,C61B721D5ABA,1691082000,3/8/2023 20:00,-0.5477,
32.75,0,C61B721D5ABA,1691082600,3/8/2023 20:10,-0.5477,
32.75,0,C61B721D5ABA,1691083200,3/8/2023 20:20,-0.5477,
32.69,0,C61B721D5ABA,1691083800,3/8/2023 20:30,-0.5477,
32.69,0,C61B721D5ABA,1691084400,3/8/2023 20:40,-0.5477,
32.69,0,C61B721D5ABA,1691085000,3/8/2023 20:50,-0.5477,
32.63,0,C61B721D5ABA,1691085600,3/8/2023 21:00,-0.5477,
32.63,0,C61B721D5ABA,1691086200,3/8/2023 21:10,-0.5477,
32.63,0,C61B721D5ABA,1691086800,3/8/2023 21:20,-0.5477,
32.56,0,C61B721D5ABA,1691087400,3/8/2023 21:30,-0.5477,
32.56,0,C61B721D5ABA,1691088000,3/8/2023 21:40,-0.5477,
32.5,0,C61B721D5ABA,1691088600,3/8/2023 21:50,-0.5477,
32.44,0,C61B721D5ABA,1691089200,3/8/2023 22:00,-0.5477,
32.44,0,C61B721D5ABA,1691089800,3/8/2023 22:10,-0.5477,
32.44,0,C61B721D5ABA,1691090400,3/8/2023 22:20,-0.5477,
32.44,0,C61B721D5ABA,1691091000,3/8/2023 22:30,-0.5477,
32.38,0,C61B721D5ABA,1691091600,3/8/2023 22:40,-0.5477,
32.38,0,C61B721D5ABA,1691092200,3/8/2023 22:50,-0.5477,
32.38,0,C61B721D5ABA,1691092800,3/8/2023 23:00,-0.5477,
32.5,0,C61B721D5ABA,1691093400,3/8/2023 23:10,-0.5477,
32.56,0,C61B721D5ABA,1691094000,3/8/2023 23:20,-0.5477,
32.69,0,C61B721D5ABA,1691094600,3/8/2023 23:30,-0.5477,
32.75,0,C61B721D5ABA,1691095200,3/8/2023 23:40,-0.5477,
32.75,0,C61B721D5ABA,1691095800,3/8/2023 23:50,-0.5477,
32.69,0,C61B721D5ABA,1691096400,4/8/2023 0:00,-0.5477,
32.69,0,C61B721D5ABA,1691097000,4/8/2023 0:10,-0.5477,
32.69,0,C61B721D5ABA,1691097600,4/8/2023 0:20,-0.5477,
32.69,0,C61B721D5ABA,1691098200,4/8/2023 0:30,-0.5477,
32.69,0,C61B721D5ABA,1691098800,4/8/2023 0:40,-0.5477,
32.63,0,C61B721D5ABA,1691099400,4/8/2023 0:50,-0.5477,
32.5,0,C61B721D5ABA,1691100000,4/8/2023 1:00,-0.5477,
32.5,0,C61B721D5ABA,1691100600,4/8/2023 1:10,-0.5477,
32.44,0,C61B721D5ABA,1691101200,4/8/2023 1:20,-0.5477,
32.44,0,C61B721D5ABA,1691101800,4/8/2023 1:30,-0.5477,
32.44,0,C61B721D5ABA,1691102400,4/8/2023 1:40,-0.5477,
32.38,0,C61B721D5ABA,1691103000,4/8/2023 1:50,-0.5477,
32.31,0,C61B721D5ABA,1691103600,4/8/2023 2:00,-0.5477,
32.25,0,C61B721D5ABA,1691104200,4/8/2023 2:10,-0.5477,
32.19,0,C61B721D5ABA,1691104800,4/8/2023 2:20,-0.5477,
32.13,0,C61B721D5ABA,1691105400,4/8/2023 2:30,-0.5477,
32.13,0,C61B721D5ABA,1691106000,4/8/2023 2:40,-0.5477,
31.94,0,C61B721D5ABA,1691106600,4/8/2023 2:50,-0.5477,
31.56,0,C61B721D5ABA,1691107200,4/8/2023 3:00,-0.5477,
31.63,0,C61B721D5ABA,1691107800,4/8/2023 3:10,-0.5477,
31.56,0,C61B721D5ABA,1691108400,4/8/2023 3:20,-0.5477,
31.25,0,C61B721D5ABA,1691109000,4/8/2023 3:30,-0.5477,
31,0,C61B721D5ABA,1691109600,4/8/2023 3:40,-0.5477,
30.81,0,C61B721D5ABA,1691110200,4/8/2023 3:50,-0.5477,
30.69,0,C61B721D5ABA,1691110800,4/8/2023 4:00,-0.5477,
30.63,0,C61B721D5ABA,1691111400,4/8/2023 4:10,-0.5477,
30.63,0,C61B721D5ABA,1691112000,4/8/2023 4:20,-0.5477,
30.63,0,C61B721D5ABA,1691112600,4/8/2023 4:30,-0.5477,
30.69,0,C61B721D5ABA,1691113200,4/8/2023 4:40,-0.5477,
30.75,0,C61B721D5ABA,1691113800,4/8/2023 4:50,-0.5477,
30.75,0,C61B721D5ABA,1691114400,4/8/2023 5:00,-0.5477,
30.75,0,C61B721D5ABA,1691115000,4/8/2023 5:10,-0.5477,
30.81,0,C61B721D5ABA,1691115600,4/8/2023 5:20,-0.5477,
30.75,0,C61B721D5ABA,1691116200,4/8/2023 5:30,-0.5477,
30.81,2,C61B721D5ABA,1691116800,4/8/2023 5:40,-0.5079,
30.88,33,C61B721D5ABA,1691117400,4/8/2023 5:50,0.109,
31.06,177,C61B721D5ABA,1691118000,4/8/2023 6:00,2.9746,
31.25,492,C61B721D5ABA,1691118600,4/8/2023 6:10,9.2431,
31.31,990,C61B721D5ABA,1691119200,4/8/2023 6:20,19.1533,
31.38,1664,C61B721D5ABA,1691119800,4/8/2023 6:30,32.5659,
31.38,2484,C61B721D5ABA,1691120400,4/8/2023 6:40,48.8839,
31.44,3435,C61B721D5ABA,1691121000,4/8/2023 6:50,67.8088,
31.56,4453,C61B721D5ABA,1691121600,4/8/2023 7:00,88.067,
31.63,5564,C61B721D5ABA,1691122200,4/8/2023 7:10,110.1759,
31.69,6823,C61B721D5ABA,1691122800,4/8/2023 7:20,135.23,
31.75,8140,C61B721D5ABA,1691123400,4/8/2023 7:30,161.4383,
31.88,9565,C61B721D5ABA,1691124000,4/8/2023 7:40,189.7958,
31.94,11157,C61B721D5ABA,1691124600,4/8/2023 7:50,221.4766,
32,12588,C61B721D5ABA,1691125200,4/8/2023 8:00,249.9535,
32.19,14087,C61B721D5ABA,1691125800,4/8/2023 8:10,279.7836,
32.31,15439,C61B721D5ABA,1691126400,4/8/2023 8:20,306.6884,
32.5,16097,C61B721D5ABA,1691127000,4/8/2023 8:30,319.7826,
32.56,17541,C61B721D5ABA,1691127600,4/8/2023 8:40,348.5182,
32.56,18767,C61B721D5ABA,1691128200,4/8/2023 8:50,372.9156,
32.63,19640,C61B721D5ABA,1691128800,4/8/2023 9:00,390.2883,
32.69,20784,C61B721D5ABA,1691129400,4/8/2023 9:10,413.0539,
32.75,21157,C61B721D5ABA,1691130000,4/8/2023 9:20,420.4766,
32.88,21178,C61B721D5ABA,1691130600,4/8/2023 9:30,420.8945,
33.06,20827,C61B721D5ABA,1691131200,4/8/2023 9:40,413.9096,
33.13,20407,C61B721D5ABA,1691131800,4/8/2023 9:50,405.5516,
33.19,19984,C61B721D5ABA,1691132400,4/8/2023 10:00,397.1339,
33.19,19427,C61B721D5ABA,1691133000,4/8/2023 10:10,386.0496,
33.25,18735,C61B721D5ABA,1691133600,4/8/2023 10:20,372.2788,
33.56,18567,C61B721D5ABA,1691134200,4/8/2023 10:30,368.9356,
33.81,18998,C61B721D5ABA,1691134800,4/8/2023 10:40,377.5125,
34.06,20244,C61B721D5ABA,1691135400,4/8/2023 10:50,402.3079,
34.06,20340,C61B721D5ABA,1691136000,4/8/2023 11:00,404.2183,
34.19,23978,C61B721D5ABA,1691136600,4/8/2023 11:10,476.6145,
34.25,27406,C61B721D5ABA,1691137200,4/8/2023 11:20,544.8317,
34.25,31320,C61B721D5ABA,1691137800,4/8/2023 11:30,622.7203,
34.31,36030,C61B721D5ABA,1691138400,4/8/2023 11:40,716.4493,
34.31,40829,C61B721D5ABA,1691139000,4/8/2023 11:50,811.9494,
34.38,44878,C61B721D5ABA,1691139600,4/8/2023 12:00,892.5245,
34.5,47334,C61B721D5ABA,1691140200,4/8/2023 12:10,941.3989,
34.63,47892,C61B721D5ABA,1691140800,4/8/2023 12:20,952.5031,
34.69,48827,C61B721D5ABA,1691141400,4/8/2023 12:30,971.1096,
34.69,48678,C61B721D5ABA,1691142000,4/8/2023 12:40,968.1445,
34.75,49086,C61B721D5ABA,1691142600,4/8/2023 12:50,976.2637,
34.81,48675,C61B721D5ABA,1691143200,4/8/2023 13:00,968.0848,
34.88,48628,C61B721D5ABA,1691143800,4/8/2023 13:10,967.1495,
35,48676,C61B721D5ABA,1691144400,4/8/2023 13:20,968.1047,
35.06,48481,C61B721D5ABA,1691145000,4/8/2023 13:30,964.2242,
35.19,47977,C61B721D5ABA,1691145600,4/8/2023 13:40,954.1946,
35.25,47977,C61B721D5ABA,1691146200,4/8/2023 13:50,954.1946,
35.38,48068,C61B721D5ABA,1691146800,4/8/2023 14:00,956.0055,
35.5,47602,C61B721D5ABA,1691147400,4/8/2023 14:10,946.7321,
35.56,47068,C61B721D5ABA,1691148000,4/8/2023 14:20,936.1055,
35.63,46104,C61B721D5ABA,1691148600,4/8/2023 14:30,916.9219,
35.63,45291,C61B721D5ABA,1691149200,4/8/2023 14:40,900.7432,
35.63,43904,C61B721D5ABA,1691149800,4/8/2023 14:50,873.1419,
35.56,42530,C61B721D5ABA,1691150400,4/8/2023 15:00,845.7993,
35.44,40980,C61B721D5ABA,1691151000,4/8/2023 15:10,814.9543,
35.44,39355,C61B721D5ABA,1691151600,4/8/2023 15:20,782.6168,
35.5,37447,C61B721D5ABA,1691152200,4/8/2023 15:30,744.6476,
35.38,35725,C61B721D5ABA,1691152800,4/8/2023 15:40,710.3798,
35.25,33761,C61B721D5ABA,1691153400,4/8/2023 15:50,671.2962,
35.13,31611,C61B721D5ABA,1691154000,4/8/2023 16:00,628.5112,
35,29547,C61B721D5ABA,1691154600,4/8/2023 16:10,587.4376,
34.81,27586,C61B721D5ABA,1691155200,4/8/2023 16:20,548.4137,
34.69,25444,C61B721D5ABA,1691155800,4/8/2023 16:30,505.7879,
34.5,23389,C61B721D5ABA,1691156400,4/8/2023 16:40,464.8934,
34.38,21276,C61B721D5ABA,1691157000,4/8/2023 16:50,422.8447,
34.25,19199,C61B721D5ABA,1691157600,4/8/2023 17:00,381.5124,
34.13,17041,C61B721D5ABA,1691158200,4/8/2023 17:10,338.5682,
34.06,14901,C61B721D5ABA,1691158800,4/8/2023 17:20,295.9822,
34,12753,C61B721D5ABA,1691159400,4/8/2023 17:30,253.237,
33.88,10827,C61B721D5ABA,1691160000,4/8/2023 17:40,214.9096,
33.69,8852,C61B721D5ABA,1691160600,4/8/2023 17:50,175.6071,
33.56,7133,C61B721D5ABA,1691161200,4/8/2023 18:00,141.399,
33.44,5560,C61B721D5ABA,1691161800,4/8/2023 18:10,110.0963,
33.31,4141,C61B721D5ABA,1691162400,4/8/2023 18:20,81.8582,
33.19,2912,C61B721D5ABA,1691163000,4/8/2023 18:30,57.4011,
33,1901,C61B721D5ABA,1691163600,4/8/2023 18:40,37.2822,
32.81,1115,C61B721D5ABA,1691164200,4/8/2023 18:50,21.6408,
32.75,549,C61B721D5ABA,1691164800,4/8/2023 19:00,10.3774,
32.69,191,C61B721D5ABA,1691165400,4/8/2023 19:10,3.2532,
32.63,39,C61B721D5ABA,1691166000,4/8/2023 19:20,0.2284,
32.5,3,C61B721D5ABA,1691166600,4/8/2023 19:30,-0.488,
32.5,0,C61B721D5ABA,1691167200,4/8/2023 19:40,-0.5477,
32.44,0,C61B721D5ABA,1691167800,4/8/2023 19:50,-0.5477,
32.44,0,C61B721D5ABA,1691168400,4/8/2023 20:00,-0.5477,
32.5,0,C61B721D5ABA,1691169000,4/8/2023 20:10,-0.5477,
32.5,0,C61B721D5ABA,1691169600,4/8/2023 20:20,-0.5477,
32.56,0,C61B721D5ABA,1691170200,4/8/2023 20:30,-0.5477,
32.63,0,C61B721D5ABA,1691170800,4/8/2023 20:40,-0.5477,
32.69,0,C61B721D5ABA,1691171400,4/8/2023 20:50,-0.5477,
32.75,0,C61B721D5ABA,1691172000,4/8/2023 21:00,-0.5477,
32.81,0,C61B721D5ABA,1691172600,4/8/2023 21:10,-0.5477,
33,0,C61B721D5ABA,1691173200,4/8/2023 21:20,-0.5477,
33,0,C61B721D5ABA,1691173800,4/8/2023 21:30,-0.5477,
33,0,C61B721D5ABA,1691174400,4/8/2023 21:40,-0.5477,
33,0,C61B721D5ABA,1691175000,4/8/2023 21:50,-0.5477,
33.06,0,C61B721D5ABA,1691175600,4/8/2023 22:00,-0.5477,
33.06,0,C61B721D5ABA,1691176200,4/8/2023 22:10,-0.5477,
33,0,C61B721D5ABA,1691176800,4/8/2023 22:20,-0.5477,
32.94,0,C61B721D5ABA,1691177400,4/8/2023 22:30,-0.5477,
32.94,0,C61B721D5ABA,1691178000,4/8/2023 22:40,-0.5477,
32.94,0,C61B721D5ABA,1691178600,4/8/2023 22:50,-0.5477,
32.94,0,C61B721D5ABA,1691179200,4/8/2023 23:00,-0.5477,
32.88,0,C61B721D5ABA,1691179800,4/8/2023 23:10,-0.5477,
32.88,0,C61B721D5ABA,1691180400,4/8/2023 23:20,-0.5477,
32.81,0,C61B721D5ABA,1691181000,4/8/2023 23:30,-0.5477,
32.81,0,C61B721D5ABA,1691181600,4/8/2023 23:40,-0.5477,
32.81,0,C61B721D5ABA,1691182200,4/8/2023 23:50,-0.5477,
32.75,0,C61B721D5ABA,1691182800,5/8/2023 0:00,-0.5477,
32.63,0,C61B721D5ABA,1691183400,5/8/2023 0:10,-0.5477,
32.5,0,C61B721D5ABA,1691184000,5/8/2023 0:20,-0.5477,
32.44,0,C61B721D5ABA,1691184600,5/8/2023 0:30,-0.5477,
32.44,0,C61B721D5ABA,1691185200,5/8/2023 0:40,-0.5477,
32.38,0,C61B721D5ABA,1691185800,5/8/2023 0:50,-0.5477,
32.25,0,C61B721D5ABA,1691186400,5/8/2023 1:00,-0.5477,
32.13,0,C61B721D5ABA,1691187000,5/8/2023 1:10,-0.5477,
32.13,0,C61B721D5ABA,1691187600,5/8/2023 1:20,-0.5477,
32.13,0,C61B721D5ABA,1691188200,5/8/2023 1:30,-0.5477,
32.06,0,C61B721D5ABA,1691188800,5/8/2023 1:40,-0.5477,
32.06,0,C61B721D5ABA,1691189400,5/8/2023 1:50,-0.5477,
32.13,0,C61B721D5ABA,1691190000,5/8/2023 2:00,-0.5477,
32.06,0,C61B721D5ABA,1691190600,5/8/2023 2:10,-0.5477,
32,0,C61B721D5ABA,1691191200,5/8/2023 2:20,-0.5477,
31.88,0,C61B721D5ABA,1691191800,5/8/2023 2:30,-0.5477,
31.88,0,C61B721D5ABA,1691192400,5/8/2023 2:40,-0.5477,
31.88,0,C61B721D5ABA,1691193000,5/8/2023 2:50,-0.5477,
31.88,0,C61B721D5ABA,1691193600,5/8/2023 3:00,-0.5477,
31.81,0,C61B721D5ABA,1691194200,5/8/2023 3:10,-0.5477,
31.81,0,C61B721D5ABA,1691194800,5/8/2023 3:20,-0.5477,
31.88,0,C61B721D5ABA,1691195400,5/8/2023 3:30,-0.5477,
31.88,0,C61B721D5ABA,1691196000,5/8/2023 3:40,-0.5477,
32,0,C61B721D5ABA,1691196600,5/8/2023 3:50,-0.5477,
32.06,0,C61B721D5ABA,1691197200,5/8/2023 4:00,-0.5477,
31.88,0,C61B721D5ABA,1691197800,5/8/2023 4:10,-0.5477,
31.81,0,C61B721D5ABA,1691198400,5/8/2023 4:20,-0.5477,
31.81,0,C61B721D5ABA,1691199000,5/8/2023 4:30,-0.5477,
31.88,0,C61B721D5ABA,1691199600,5/8/2023 4:40,-0.5477,
31.88,0,C61B721D5ABA,1691200200,5/8/2023 4:50,-0.5477,
31.94,0,C61B721D5ABA,1691200800,5/8/2023 5:00,-0.5477,
31.94,0,C61B721D5ABA,1691201400,5/8/2023 5:10,-0.5477,
32.06,0,C61B721D5ABA,1691202000,5/8/2023 5:20,-0.5477,
32.19,0,C61B721D5ABA,1691202600,5/8/2023 5:30,-0.5477,
32.31,2,C61B721D5ABA,1691203200,5/8/2023 5:40,-0.5079,
32.44,37,C61B721D5ABA,1691203800,5/8/2023 5:50,0.1886,
32.75,165,C61B721D5ABA,1691204400,5/8/2023 6:00,2.7358,
33.13,498,C61B721D5ABA,1691205000,5/8/2023 6:10,9.3625,
33.19,1037,C61B721D5ABA,1691205600,5/8/2023 6:20,20.0886,
33.19,1720,C61B721D5ABA,1691206200,5/8/2023 6:30,33.6803,
33.19,2490,C61B721D5ABA,1691206800,5/8/2023 6:40,49.0033,
